#Species	Ordered Freq (MHz) (rest frame)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
SO3&Sigma;v=0	719748.1718	15(16)-16(15)	-5.8024		175.5659	252.5987	JPL
H2CS	719822.5683	21(2,20)-20(2,19)	-2.0892		276.996	398.5332	JPL
DCO+v=0	720172.2024	J=10-9	0.2299		108.119	155.5582	CDMS
H2CS	720961.6699	21(3,19)-20(3,18)	-1.7112		322.8045	464.441	JPL
CCD	721060.9009	N=10-9,J=21/2-19/2,F=23/2-21/2	-1.8992		108.2526	155.7524	CDMS
H2CS	721138.5612	21(3,18)-20(3,17)	-1.711		322.8222	464.4665	JPL
C34Sv=0	722582.8172	15-14	-0.4914	8.1	168.7846	170.147	CDMS
DCNv=0	723925.1532	J=10-9	0.0032		108.6824	156.3688	JPL
H2CS	724228.8071	21(2,19)-20(2,18)	-2.0856		277.7098	399.5602	JPL
SO3&Sigma;v=0	725199.691	5(6)-4(3)	-3.8894		11.0213	15.8571	JPL
H2CO	726208.2504	10(2,9)-9(2,8)	-1.5175		141.9432	204.2234	CDMS
H2CO	728053.4897	10(5,6)-9(5,5)	-1.5029		313.6244	451.233	CDMS
H2CO	728053.5574	10(5,5)-9(5,4)	-1.5029		313.6244	451.233	CDMS
H2CO	728583.0917	10(4,7)-9(4,6)	-1.7772		240.2033	345.597	CDMS
H2CO	728591.5027	10(4,6)-9(4,5)	-1.7772		240.2036	345.5974	CDMS
H2CO	729212.5199	10(3,8)-9(3,7)	-1.1456		183.0478	263.3634	CDMS
H2CO	729725.1434	10(3,7)-9(3,6)	-1.145		183.0679	263.3924	CDMS
H2CS	730345.7375	21(1,20)-20(1,19)	-1.5472		253.1408	364.2111	JPL
SO3&Sigma;v=0	730499.1854	16(17)-15(16)	-1.2359		199.5741	287.141	JPL
SO3&Sigma;v=0	731140.0222	17(17)-16(16)	-1.2192		204.3161	293.9636	JPL
SO3&Sigma;v=0	731595.5879	18(17)-17(16)	-1.1809		198.5397	285.6527	JPL
CSv=0	734325.929	15-14	-0.4764		171.5287	246.7901	CDMS
SO3&Sigma;v=0	735234.3051	13(13)-13(12)	-3.5002		115.2217	165.7774	JPL
H2S	736034.096	2(1,2)-1(0,1)	-1.5739		13.7463	19.778	CDMS
H2CO	737342.669	10(2,8)-9(2,7)	-1.5062		142.7093	205.3257	CDMS
13CSv=0	739378.52	16-15	-0.4959		185.0503	266.2446	CDMS
H2CO	740346.9716	13(3,10)-14(1,13)	-4.6151		270.4451	389.1079	CDMS
H2CS	742212.5757	22(1,22)-21(1,21)	-1.5474		269.4799	387.7192	JPL
N2H+v=0	745210.3361	J=8-7	0.197		87.0132	125.1919	JPL
H2S	747301.89	3(2,2)-3(1,3)	-2.3307		71.4652	102.8232	CDMS
H2CO	749072.0833	10(1,9)-9(1,8)	-0.9572		120.929	173.9889	CDMS
H2S	749432.28	5(5,1)-5(4,2)	-2.4854		271.106	390.0636	CDMS
SO3&Sigma;v=0	749552.069	7(7)-6(5)	-5.8856		24.3157	34.9847	JPL
H2CS	749855.0939	22(0,22)-21(0,21)	-2.003		263.687	379.3846	JPL
H2Ov=0	752033.143	2(1,1)-2(0,2)	-0.9985		70.0908	100.8452	JPL
H2CS	753948.6584	22(2,21)-21(2,20)	-2.0796		301.0067	433.079	JPL
H2CS	755259.7309	22(3,20)-21(3,19)	-1.7011		346.8531	499.0414	JPL
H2CS	755482.7733	22(3,19)-21(3,18)	-1.7009		346.8768	499.0755	JPL
SO3&Sigma;v=0	758132.9986	20(21)-20(20)	-3.8884		310.4574	446.6764	JPL
H2CS	758976.3021	22(2,20)-21(2,19)	-2.0758		301.8675	434.3175	JPL
SO3&Sigma;v=0	761512.3767	16(17)-17(16)	-5.8779		198.5397	285.6527	JPL
H2CO	763784.3592	2(2,0)-3(0,3)	-6.2069		14.5655	20.9564	CDMS
H2CS	764908.8912	22(1,21)-21(1,20)	-1.5387		277.5025	399.2619	JPL
H2S	765937.91	4(3,2)-4(2,3)	-1.7385		148.4184	213.5424	CDMS
C18O	768251.5933	7-6	-2.7226		76.8914	110.6289	CDMS
C15N	769276.9302	N=7-6,J=15/2-13/2,F=8-7	-1.0287		77.0065	110.7945	CDMS
C34Sv=0	770678.0547	16-15	-0.4592		192.8874	194.4443	CDMS
N2D+	770849.0342	J=10-9	0.0669		115.7277	166.5054	CDMS
H2CO	770896.0621	11(1,11)-10(1,10)	-0.9245		137.1002	197.2555	CDMS
13COv=0	771184.125	7-6	-2.7187		77.185	111.0514	CDMS
SO3&Sigma;v=0	773510.42	17(18)-16(17)	-1.212		223.941	322.1993	JPL
SO3&Sigma;v=0	774062.6015	18(18)-17(17)	-1.1969		228.7043	329.0526	JPL
HC15Nv=0	774260.4988	9-8	0.1		103.3237	148.6589	JPL
SO3&Sigma;v=0	774453.5852	19(18)-18(17)	-1.1602		222.9431	320.7635	JPL
H2CS	775767.2955	23(1,23)-22(1,22)	-1.5423		294.2374	423.3396	JPL
H13CNv=0	776820.3197	J=9-8	0.0739		103.6657	149.1528	CDMS
SO3&Sigma;v=0	777348.3116	14(14)-14(13)	-3.5149		133.9072	192.6615	JPL
H2S	777907.97	6(2,4)-7(1,7)	-5.932		298.9696	430.1534	CDMS
H13CO+	780562.812	9-8	0.3409		104.164	149.8679	CDMS
SO3&Sigma;v=0	782514.6274	8(9)-8(7)	-5.4541		43.1928	62.1444	JPL
CSv=0	783201.514	16-15	-0.4451		196.0232	282.032	CDMS
H2CS	783416.523	23(0,23)-22(0,22)	-1.9989		288.6995	415.3718	JPL
H2S	784758.248	6(3,4)-7(0,7)	-5.4497		298.9696	430.1534	CDMS
13CSv=0	785509.5893	17-16	-0.47		209.7133	301.7289	CDMS
CCHv=0	785797.5193	N=9-8,J=19/2-17/2,F=10-9	-1.5866		104.866	150.8779	JPL
C17O	786280.71	J=7-6,F=19/2-17/2	-3.3514		78.6961	113.2255	CDMS
H2CO	786284.9528	11(0,11)-10(0,10)	-1.3725		132.4609	190.5806	CDMS
H2CS	788053.8223	23(2,22)-22(2,21)	-2.0751		326.1557	469.2626	JPL
DCO+v=0	792137.8811	J=11-10	0.3016		132.1414	190.1209	CDMS
CCD	793107.068	N=11-10,J=23/2-21/2,F=25/2-23/2	-1.8324		132.3046	190.358	CDMS
CNv=0	793553.3287	N=7-6,J=15/2-13/2,F=17/2-15/2	-1.1454		79.436	114.29	CDMS
H2CS	793749.4072	23(2,21)-22(2,20)	-2.0712		327.1842	470.7424	JPL
DCNv=0	796265.9815	J=11-10	0.0745		132.8299	191.1115	JPL
HCNv=0	797433.2623	J=9-8	0.1038		106.4169	153.1093	CDMS
H2CO	798313.4536	11(2,10)-10(2,9)	-1.4436		166.1669	239.0757	CDMS
H2CS	799440.1151	23(1,22)-22(1,21)	-1.5353		303.0171	435.9715	JPL
SO3&Sigma;v=0	800678.7212	21(22)-21(21)	-3.9284		340.5696	490.0009	JPL
H2S	800852.07	5(4,2)-5(3,3)	-2.2425		244.3925	351.6286	CDMS
H2CO	800907.4585	11(5,7)-10(5,6)	-1.4073		337.9097	486.1739	CDMS
H2CO	800907.6275	11(5,6)-10(5,5)	-1.4073		337.9097	486.1739	CDMS
H2CO	801554.9697	11(4,8)-10(4,7)	-1.6919		264.5063	380.5634	CDMS
H2CO	801571.8963	11(4,7)-10(4,6)	-1.6919		264.5068	380.5641	CDMS
H2CO	802282.3624	11(3,9)-10(3,8)	-1.067		207.3718	298.36	CDMS
HCO+v=0	802458.1995	9-8	0.3541	13.2	107.0864	154.0726	CDMS
H2CO	803111.6241	11(3,8)-10(3,7)	-1.0662		207.4089	298.4134	CDMS
SO3&Sigma;v=0	803427.2089	17(18)-18(17)	-5.9549		222.9431	320.7635	JPL
COv=0	806651.806	7-6	-2.6716	110	80.7354	116.1596	CDMS
H2CS	809299.8455	24(1,24)-23(1,23)	-1.542		320.1142	460.5703	JPL
H2CO	812831.4024	11(2,9)-10(2,8)	-1.4308		167.3044	240.7123	CDMS
SO3&Sigma;v=0	816492.9334	18(19)-17(18)	-1.1953		249.7425	359.3217	JPL
H2CS	816920.9445	24(0,24)-23(0,23)	-1.9997		314.8315	452.9697	JPL
SO3&Sigma;v=0	816970.4966	19(19)-18(18)	-1.1817		254.5243	366.2016	JPL
SO3&Sigma;v=0	817306.0292	20(19)-19(18)	-1.1463		248.776	357.9311	JPL
C34Sv=0	818758.4	17-16	-0.4355	13.2	218.5944	220.3588	CDMS
SO3&Sigma;v=0	819581.1687	15(15)-15(14)	-3.5341		154.0218	221.6017	JPL
H2CO	823082.7592	11(1,10)-10(1,9)	-0.8878		145.9153	209.9384	CDMS
H2S	827915.046	5(2,4)-4(3,1)	-4.291		182.6485	262.7922	CDMS
13CSv=0	831626.0984	18-17	-0.4518	6.9	235.9151	339.4273	CDMS
SO3&Sigma;v=0	832018.9844	8(8)-7(6)	-5.8705		33.0499	47.5512	JPL
CSv=0	832061.7177	17-16	-0.4223	57.2	222.148	319.6196	CDMS
H2CO	833204.9465	12(3,9)-13(1,12)	-4.5724		235.6469	339.0414	CDMS
H2CS	833937.54	24(1,23)-23(1,22)	-1.5368		329.6835	474.3383	JPL
CH+	835137.504	1-0	-0.0983		0	0	CDMS
N2H+v=0	838307.9748	J=9-8	0.2952		111.8707	160.9561	JPL
H2CO	840275.666	12(1,12)-11(1,11)	-0.8672		162.8145	234.2524	CDMS
H2CS	842809.6864	25(1,25)-24(1,24)	-1.5464		347.1095	499.4103	JPL
SO3&Sigma;v=0	843144.3253	6(7)-5(4)	-3.9399		16.979	24.4289	JPL
N2D+	847877.1579	J=11-10	0.1573		141.4405	203.5002	CDMS
H2CS	850369.1388	25(0,25)-24(0,24)	-2.005		342.081	492.1754	JPL
H2CO	855151.289	12(0,12)-11(0,11)	-1.3189		158.6885	228.316	CDMS
SO3&Sigma;v=0	859448.6885	19(20)-18(19)	-1.1854		276.9778	398.507	JPL
SO3&Sigma;v=0	859862.8919	20(20)-19(19)	-1.173		281.7755	405.4098	JPL
SO3&Sigma;v=0	860150.4537	21(20)-20(19)	-1.139		276.0384	397.1554	JPL
HC15Nv=0	860227.6619	10-9	0.1805		129.1503	185.8174	JPL
SO3&Sigma;v=0	861909.3855	16(16)-16(15)	-3.5576		175.5659	252.5987	JPL
H13CNv=0	863070.634	J=10-9	0.1542		129.5776	186.4345	CDMS
H2S	863805.837	6(2,4)-5(5,1)	-4.86		296.1044	426.031	CDMS
DCO+v=0	864088.8411	J=12-11	0.3574		158.5643	228.1373	CDMS
SO3&Sigma;v=0	864096.578	9(10)-9(8)	-5.4326		54.7518	78.7752	JPL
CCD	865135.319	N=12-11,J=25/2-23/2,F=27/2-25/2	-1.7807		158.7598	228.4214	CDMS
C34Sv=0	866822.9228	18-17	-0.4196		245.9052	247.8901	CDMS
H13CO+	867232.4263	10-9	0.4209		130.2008	187.3288	CDMS
DCNv=0	868592.042	J=12-11	0.1301		159.3905	229.3261	JPL
CCHv=0	87316.925	N=1-0,J=3/2-1/2,F=2-1	-4.0285	4	0.0015	0.0022	JPL
H2CO	870273.482	12(2,11)-11(2,10)	-1.3865		192.7958	277.3886	CDMS
CCHv=0	873030.3141	N=10-9,J=21/2-19/2,F=11-10	-1.5109		131.0774	188.5901	JPL
H2CO	874557.384	12(4,9)-11(4,8)	-1.6261		291.2433	419.0317	CDMS
H2CO	874589.038	12(4,8)-11(4,7)	-1.6261		291.2443	419.0332	CDMS
H2CO	875366.165	12(3,10)-11(3,9)	-1.0062		234.133	336.8632	CDMS
H2CO	876649.134	12(3,9)-11(3,8)	-1.0051		234.1978	336.9565	CDMS
13CSv=0	877727.1914	19-18	-0.4408		263.6552	379.3388	CDMS
C18O	877921.9553	8-7	-2.6071	18.1	102.5175	147.499	CDMS
C15N	879071.8403	N=8-7,J=17/2-15/2,F=9-8	-0.918		102.6668	147.7138	CDMS
CSv=0	880905.5792	18-17	-0.4074	15.3	249.9025	359.5519	CDMS
13COv=0	881272.808	8-7	-2.6034	148.6	102.9089	148.0621	CDMS
HCNv=0	885970.6949	J=10-9	0.1826		133.0164	191.3798	CDMS
H2CO	888629.058	12(2,10)-11(2,9)	-1.3722		194.4175	279.7218	CDMS
HCO+v=0	891557.2903	10-9	0.4326	30.1	133.8535	192.5842	CDMS
H2CO	896805.145	12(1,11)-11(1,10)	-0.8347		173.3704	249.4399	CDMS
C17O	898522.852	J=8-7,F=21/2-19/2	-3.2502	10.3	104.9236	150.9608	CDMS
SO3&Sigma;v=0	902378.9972	20(21)-19(20)	-1.1818		305.6459	439.7537	JPL
SO3&Sigma;v=0	902738.9715	21(21)-20(20)	-1.1707		310.4574	446.6764	JPL
SO3&Sigma;v=0	902984.7475	22(21)-21(20)	-1.1377		304.73	438.436	JPL
SO3&Sigma;v=0	904314.4272	17(17)-17(16)	-3.5853		198.5397	285.6527	JPL
CNv=0	906810.3881	N=8-7,J=17/2-15/2,F=19/2-17/2	-1.0391		105.9061	152.3744	CDMS
H2CO	909507.675	13(1,13)-12(1,12)	-0.824		190.8431	274.5791	CDMS
H2S	913106.176	4(4,0)-5(1,5)	-7.0007		166.3442	239.3338	CDMS
C34Sv=0	914870.705	19-18	-0.4111		274.8193	277.0375	CDMS
SO3&Sigma;v=0	915269.781	9(9)-8(7)	-5.8614		43.1928	62.1444	JPL
H2Ov=0	916171.58	4(2,2)-3(3,1)	-2.3755		285.2193	410.3675	JPL
COv=0	921799.7	8-7	-2.559		107.6424	154.8725	CDMS
H2CO	923587.827	13(0,13)-12(0,12)	-1.2791		187.2133	269.3566	CDMS
13CSv=0	923812.0123	20-19	-0.4366		292.933	421.4628	CDMS
N2D+	924889.0647	J=12-11	0.2336		169.7226	244.1916	CDMS
H2CO	926754.9736	11(3,8)-12(1,11)	-4.5557		203.2846	292.4795	CDMS
CSv=0	929732.125	19-18	-0.3999		279.2864	401.8285	CDMS
H2S	930145.832	4(2,3)-3(3,0)	-3.175		117.392	168.902	CDMS
N2H+v=0	931386.6769	J=10-9	0.3707		139.8337	201.1883	JPL
DCO+v=0	936023.7532	J=13-12	0.3992		187.3872	269.6068	CDMS
CCD	937144.0257	N=13-12,J=27/2-25/2,F=29/2-27/2	-1.7425		187.6176	269.9416	CDMS
DCNv=0	940901.9923	J=13-12	0.1715		188.3636	271.0116	JPL
H2CO	942076.55	13(2,12)-12(2,11)	-1.3439		221.825	319.1549	CDMS
SO3&Sigma;v=0	945284.6941	21(22)-20(21)	-1.1844		335.746	483.0608	JPL
SO3&Sigma;v=0	945597.9196	22(22)-21(21)	-1.1743		340.5696	490.0009	JPL
SO3&Sigma;v=0	945807.0672	23(22)-22(21)	-1.1423		334.8503	481.7721	JPL
HC15Nv=0	946175.3151	11-10	0.242		157.8444	227.1016	JPL
SO3&Sigma;v=0	946513.0379	10(11)-10(9)	-5.419		67.7314	97.4498	JPL
SO3&Sigma;v=0	946781.4407	18(18)-18(17)	-3.6169		222.9431	320.7635	JPL
H2S	947260.47	6(3,3)-6(2,4)	-2.1977		324.9179	467.4874	CDMS
H2CO	947591.824	13(4,10)-12(4,9)	-1.577		320.4154	461.0036	CDMS
H2CO	947647.987	13(4,9)-12(4,8)	-1.577		320.4175	461.0067	CDMS
H2CO	948453.833	13(3,11)-12(3,10)	-0.9608		263.3321	378.874	CDMS
H13CNv=0	949301.039	J=11-10	0.2154		158.3666	227.8557	CDMS
H2CS	95108.2334	13(1,12)-13(1,13)	-5.1507		111.7947	160.8467	JPL
C34Sv=0	96412.9495	2-1	-2.7462	0.62	1.608	1.621	CDMS
CSv=0	97980.9533	2-1	-2.7252	6.94	1.6342	2.3512	CDMS
SO3&Sigma;v=0	99299.87	3(2)-2(1)	-3.274	 1.59m	3.0999	4.46	JPL

